Entity,Code,Year,Cantril ladder score,Population (historical),World regions according to OWID,Life expectancy (years)
Uzbekistan,UZB,2019,6.2576,32964655,Asia,72.093
Uzbekistan,UZB,2020,6.179,33586325,Asia,71.461
Uzbekistan,UZB,2021,6.063,34243658,Asia,71.681
Uzbekistan,UZB,2022,6.014,34938911,Asia,72.147
Uzbekistan,UZB,2023,6.195,35652264,Asia,72.388
Vietnam,VNM,2011,5.425,88468266,Asia,73.713
Vietnam,VNM,2012,5.533,89510294,Asia,73.762
Vietnam,VNM,2014,5.36,91679537,Asia,73.886
Vietnam,VNM,2015,5.061,92823207,Asia,73.955
Vietnam,VNM,2016,5.074,94000065,Asia,73.984
Vietnam,VNM,2017,5.103,95176934,Asia,74.026
Vietnam,VNM,2018,5.175,96237273,Asia,74.1
Vietnam,VNM,2019,5.3535,97173733,Asia,74.211
Vietnam,VNM,2020,5.411,98079150,Asia,75.383
Vietnam,VNM,2021,5.485,98935054,Asia,74.145
Vietnam,VNM,2022,5.763,99680606,Asia,74.502
Vietnam,VNM,2023,6.043,100352143,Asia,74.588
Yemen,YEM,2011,4.454,27582855,Asia,67.412
Yemen,YEM,2012,4.054,28433605,Asia,67.569
Yemen,YEM,2014,4.077,30226266,Asia,68.003
Yemen,YEM,2015,3.724,31159328,Asia,66.761
Yemen,YEM,2016,3.593,32108978,Asia,67.105
Yemen,YEM,2017,3.355,33090884,Asia,67.12
Yemen,YEM,2018,3.38,34085134,Asia,65.915
Yemen,YEM,2019,3.5274,35111377,Asia,66.567
Yemen,YEM,2020,3.658,36134822,Asia,66.435
Yemen,YEM,2021,4.197,37140180,Asia,66.019
Yemen,YEM,2023,3.561,39390750,Asia,69.295
